SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,service_count,has_online_security,has_tech_support,has_phone_service,has_multiple_lines,has_multiple_services,avg_charge_per_service,avg_charge_per_tenure,monthly_to_total_ratio,is_automatic_payment,expected_total_charges,charges_diff,charges_ratio,is_month_to_month,senior_x_month_to_month,tenure_x_contract,tenure_x_dependents,tenure_x_partner,tenure_bin,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,customerID
0,13,49.95,587.45,0,2,1,0,1,0,1,16.650000000000002,41.96071428571429,0.0848840173336732,0,649.35,-61.89999999999998,0.9032828476973938,1,0,13,13,13,1,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,9763-GRSKD
0,16,18.95,326.8,0,1,0,0,1,0,0,9.475,19.223529411764705,0.05780964002440512,1,303.2,23.600000000000023,1.074293228139382,0,0,0,0,0,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,7469-LKBCI
0,58,100.35,5681.1,0,5,0,0,1,1,1,16.724999999999998,96.28983050847458,0.017660724028088205,1,5820.299999999999,-139.1999999999989,0.9759160325013315,0,0,0,0,58,3,True,True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,8091-TTVAX
0,49,103.7,5036.3,1,6,0,0,1,1,1,14.814285714285715,100.726,0.020586425267504416,1,5081.3,-45.0,0.9909489797926135,1,0,49,0,0,3,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,0280-XJGEX
0,25,105.5,2686.05,0,6,1,1,1,0,1,15.071428571428571,103.3096153846154,0.03926238812080162,0,2637.5,48.55000000000018,1.018021603183627,1,0,25,0,0,2,True,False,False,True,False,False,True,False,True,False,True,True,True,True,False,False,True,False,True,False,5129-JLPIS
0,69,113.25,7895.15,0,8,1,1,1,1,1,12.583333333333334,112.78785714285713,0.014342432704545887,1,7814.25,80.89999999999964,1.0102236012923451,0,0,0,69,69,3,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,3655-SNQYZ
0,52,20.65,1022.95,0,1,0,0,1,0,0,10.325,19.300943396226415,0.020167000341813564,0,1073.8,-50.84999999999991,0.9517584666914776,0,0,0,0,0,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,8191-XWSZG
0,71,106.7,7382.25,0,6,1,0,1,1,1,15.242857142857144,102.53125,0.01445163037957539,1,7575.7,-193.44999999999982,0.9743357926273972,0,0,0,71,0,3,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,False,False,False,9959-WOFKT
0,10,55.2,528.35,1,3,0,1,1,0,1,13.8,48.03181818181818,0.10427883253046188,1,552.0,-23.649999999999977,0.9554249547920435,1,0,10,10,10,0,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,4190-MFLUW
0,21,90.05,1862.9,0,4,0,0,1,0,1,18.009999999999998,84.67727272727274,0.04831267771876173,0,1891.05,-28.149999999999864,0.9845934304061733,1,0,21,0,0,1,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,4183-MYFRB
1,1,39.65,39.65,1,2,0,0,0,0,1,13.216666666666667,19.825,0.97539975399754,0,39.65,0.0,0.97539975399754,1,1,1,0,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,8779-QRDMV
0,12,19.8,202.25,0,1,0,0,1,0,0,9.9,15.557692307692308,0.0974169741697417,1,237.60000000000002,-35.35000000000002,0.8476529756915339,0,0,0,0,12,1,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1680-VDCWW
0,1,20.15,20.15,1,1,0,0,1,0,0,10.075,10.075,0.9527186761229315,0,20.15,0.0,0.9527186761229315,1,0,1,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1066-JKSGK
0,58,59.9,3505.1,0,4,0,1,1,1,1,11.98,59.40847457627118,0.017084509854254016,1,3474.2,30.90000000000009,1.0086038213627992,0,0,0,0,58,3,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,3638-WEABW
0,49,59.6,2970.3,0,4,1,1,1,0,1,11.92,59.406000000000006,0.020058560226163633,1,2920.4,49.90000000000009,1.016738550010269,1,0,49,49,49,3,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,6322-HRPFA
0,30,55.3,1530.6,0,3,1,0,1,0,1,13.825,49.37419354838709,0.03610603290676417,1,1659.0,-128.4000000000001,0.9220481927710843,1,0,30,0,0,2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,6865-JZNKO
0,47,99.35,4749.15,1,5,0,0,1,1,1,16.558333333333334,98.940625,0.020915128995926444,0,4669.45,79.69999999999982,1.0168506246721407,1,0,47,47,47,2,True,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,True,False,6467-CHFZW
0,1,30.2,30.2,1,1,0,0,0,0,0,15.1,15.1,0.967948717948718,0,30.2,0.0,0.967948717948718,1,0,1,1,1,0,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8665-UTDHZ
0,72,90.25,6369.45,0,8,1,1,1,1,1,10.027777777777779,87.2527397260274,0.014166974075614753,1,6498.0,-128.55000000000018,0.9800661640252346,0,0,0,0,72,4,True,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,5248-YGIJN
0,17,64.7,1093.1,1,3,0,0,1,0,1,16.175,60.727777777777774,0.05913536239831826,0,1099.9,-6.800000000000182,0.992914887819057,1,0,17,17,0,1,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,8773-HHUOZ
1,71,96.35,6766.95,0,6,1,1,1,1,1,13.764285714285714,93.98541666666667,0.014236216284103754,1,6840.849999999999,-73.89999999999964,0.9890526685034019,0,0,0,0,71,3,False,True,False,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,3841-NFECX
1,2,95.5,181.65,0,4,0,0,1,0,1,19.1,60.550000000000004,0.5228579249931563,1,191.0,-9.349999999999994,0.9460937500000001,1,1,2,0,2,0,True,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,4929-XIHVW
0,27,66.15,1874.45,0,5,1,1,1,0,1,11.025,66.94464285714285,0.03527153483164041,0,1786.0500000000002,88.39999999999986,1.0489074172518955,0,0,0,27,27,2,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,True,6827-IEAUQ
0,1,20.2,20.2,0,1,0,0,1,0,0,10.1,10.1,0.9528301886792453,1,20.2,0.0,0.9528301886792453,1,0,1,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7310-EGVHZ
1,1,45.25,45.25,0,1,0,0,1,0,0,22.625,22.625,0.9783783783783784,1,45.25,0.0,0.9783783783783784,1,1,1,0,0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3413-BMNZE
0,72,99.9,7251.7,0,6,1,1,1,1,1,14.271428571428572,99.33835616438355,0.013774180649964841,1,7192.8,58.899999999999636,1.0080485974033195,0,0,0,72,72,4,False,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,False,False,6234-RAAPL
0,5,69.7,316.9,1,1,0,0,1,0,0,34.85,52.81666666666666,0.21925133689839574,0,348.5,-31.600000000000023,0.9067238912732475,1,0,5,0,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,6047-YHPVI
0,46,74.8,3548.3,0,2,0,0,1,0,1,24.933333333333334,75.49574468085106,0.021074578085819737,1,3440.7999999999997,107.50000000000045,1.0309431111627638,1,0,46,0,0,2,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,6572-ADKRS
0,34,106.35,3549.25,1,6,0,0,1,1,1,15.192857142857141,101.40714285714286,0.02995563692697697,0,3615.8999999999996,-66.64999999999964,0.9812961375763777,1,0,34,0,0,2,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False,True,False,True,False,5380-WJKOV
0,11,97.85,1105.4,1,5,0,0,1,1,1,16.308333333333334,92.11666666666667,0.08843998553868401,1,1076.35,29.050000000000182,1.0260361071146797,1,0,11,0,0,0,False,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,8168-UQWWF
0,10,49.55,475.7,0,2,0,0,1,0,1,16.516666666666666,43.24545454545454,0.1039437801552339,0,495.5,-19.80000000000001,0.9581067472306143,0,0,0,10,10,0,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,8865-TNMNX
0,70,69.2,4872.35,0,5,1,0,1,1,1,11.533333333333333,68.62464788732395,0.01419967783967907,1,4844.0,28.350000000000364,1.0056449948400414,0,0,0,70,70,3,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,9489-DEDVP
0,17,20.75,418.25,0,1,0,0,1,0,0,10.375,23.23611111111111,0.04949314251639833,0,352.75,65.5,1.1823321554770319,0,0,0,17,17,1,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,9867-JCZSP
0,63,79.85,4861.45,0,7,1,1,1,1,1,9.98125,75.96015625,0.016421762691647215,1,5030.549999999999,-169.09999999999945,0.9661933201498545,0,0,0,0,0,3,False,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,4671-VJLCL
0,13,76.2,981.45,0,6,1,1,1,1,1,10.885714285714286,70.10357142857143,0.07756119904320831,0,990.6,-9.149999999999977,0.9897640177490924,1,0,13,0,13,1,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,False,True,False,4080-IIARD
0,49,84.5,3906.7,0,3,0,0,1,1,1,21.125,78.134,0.021623973181155155,0,4140.5,-233.80000000000018,0.9433055656163225,1,0,49,0,0,3,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,3714-NTNFO
0,2,49.25,97.0,0,2,0,0,1,0,1,16.416666666666668,32.333333333333336,0.5025510204081632,0,98.5,-1.5,0.9748743718592965,1,0,2,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5948-UJZLF
0,2,80.65,144.15,1,2,0,0,1,0,1,26.883333333333336,48.050000000000004,0.555632104719256,0,161.3,-17.150000000000006,0.8881700554528651,1,0,2,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,7760-OYPDY
0,52,79.75,4217.8,0,6,1,1,1,1,1,11.392857142857142,79.5811320754717,0.01890347966246326,1,4147.0,70.80000000000018,1.0168273866923818,0,0,0,0,0,3,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,True,True,True,False,False,7639-LIAYI
0,69,64.15,4254.1,0,5,1,1,1,1,1,10.691666666666668,60.77285714285715,0.015076026415360391,1,4426.35,-172.25,0.9608682394660463,0,0,0,69,69,3,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,False,2954-PIBKO
1,43,90.25,3838.75,0,4,0,0,1,1,1,18.05,87.24431818181819,0.023504134383748942,0,3880.75,-42.0,0.98892252205835,1,1,43,0,0,2,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,8012-SOUDQ
0,15,99.1,1426.4,1,5,1,0,1,0,1,16.516666666666666,89.15,0.06942693008266777,1,1486.5,-60.09999999999991,0.9589243697478992,1,0,15,0,0,1,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,9420-LOJKX
1,25,69.5,1752.65,0,5,1,1,1,1,1,11.583333333333334,67.40961538461539,0.039631625466883355,1,1737.5,15.150000000000091,1.0081392004601668,1,1,25,0,25,2,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,6575-SUVOI
1,8,80.65,633.3,1,3,0,0,1,1,1,20.1625,70.36666666666666,0.12714803720636925,1,645.2,-11.900000000000091,0.980037140204271,1,1,8,0,8,0,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,7495-OOKFY
1,60,74.85,4456.35,0,6,1,1,1,0,1,10.692857142857141,73.05491803278689,0.01679248881061617,1,4491.0,-34.649999999999636,0.9920636687444346,0,0,0,60,60,3,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False,False,4667-QONEA
1,18,95.45,1752.55,1,4,0,0,1,1,1,19.09,92.23947368421052,0.05443243705625731,0,1718.1000000000001,34.44999999999982,1.0194578558548077,1,1,18,0,0,1,True,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,1658-BYGOY
0,63,99.65,6311.2,0,5,1,0,1,1,1,16.608333333333334,98.6125,0.01578688888184785,1,6277.950000000001,33.24999999999909,1.0051362090795435,0,0,0,63,63,3,False,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,8769-KKTPH
1,66,108.45,7076.35,0,7,0,1,1,1,1,13.55625,105.61716417910448,0.0153235321130084,0,7157.7,-81.34999999999945,0.9884965147303282,0,0,0,66,66,3,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,5067-XJQFU
0,34,24.95,894.3,0,2,0,0,1,1,1,8.316666666666666,25.55142857142857,0.02786775382553334,1,848.3,46.0,1.0529848110208406,0,0,0,34,34,2,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,3957-SQXML
0,72,107.5,7853.7,0,6,0,1,1,1,1,15.357142857142858,107.58493150684932,0.013686073306428,1,7740.0,113.69999999999982,1.0145588425268053,0,0,0,0,0,4,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,False,False,5954-BDFSG
0,47,100.5,4707.1,0,5,0,0,1,1,1,16.75,98.06458333333335,0.021346190607676133,0,4723.5,-16.399999999999636,0.9963170705894805,1,0,47,0,47,2,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,0434-CSFON
0,60,89.9,5450.7,0,4,0,0,1,1,1,17.98,89.35573770491803,0.01649026909037548,1,5394.0,56.69999999999982,1.01032437442076,1,0,60,0,0,3,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,1215-FIGMP
0,72,42.1,2962.0,0,3,1,0,0,0,1,10.525,40.57534246575342,0.01420857239284509,1,3031.2000000000003,-69.20000000000027,0.9768484928434799,0,0,0,0,72,4,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,0526-SXDJP
0,18,54.4,957.1,0,3,0,1,1,0,1,13.6,50.373684210526314,0.056779041853668714,1,979.1999999999999,-22.09999999999991,0.9764333809426649,0,0,0,18,18,1,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,0557-ASKVU
0,9,94.4,857.25,1,4,0,0,1,1,1,18.880000000000003,85.725,0.10999126128750365,0,849.6,7.649999999999977,1.0078180108158947,1,0,9,0,0,0,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,5698-BQJOH
0,3,75.3,244.1,0,5,0,1,1,0,1,12.549999999999999,61.025,0.3072215422276622,0,225.89999999999998,18.200000000000017,1.0758043190832967,1,0,3,0,0,0,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,5122-CYFXA
0,47,78.9,3650.35,0,3,0,0,1,1,1,19.725,76.04895833333333,0.02160844619113479,0,3708.3,-57.95000000000027,0.9841075135470304,0,0,0,0,47,2,True,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,8627-ZYGSZ
0,31,79.2,2497.2,0,6,0,1,1,0,1,11.314285714285715,78.0375,0.03170282603474502,0,2455.2000000000003,41.999999999999545,1.0166924517547429,0,0,0,0,0,2,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,3410-YOQBQ
0,50,20.15,930.9,0,1,0,0,1,0,0,10.075,18.25294117647059,0.021622491683657045,1,1007.4999999999999,-76.59999999999991,0.9230540406544374,0,0,0,50,50,3,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3170-NMYVV
0,10,79.85,887.35,0,3,1,0,1,0,1,19.9625,80.66818181818182,0.08988574323183429,0,798.5,88.85000000000002,1.1098811757348344,1,0,10,0,0,0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,7410-OIEDU
0,1,49.05,49.05,0,2,0,1,1,0,1,16.349999999999998,24.525,0.98001998001998,0,49.05,0.0,0.98001998001998,1,0,1,0,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2273-QCKXA
0,52,20.4,1090.65,0,1,0,0,1,0,0,10.2,20.578301886792456,0.01868730820317867,0,1060.8,29.850000000000136,1.0271708419664722,0,0,0,52,52,3,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,0731-EBJQB
1,64,111.6,7099.0,0,7,1,1,1,1,1,13.95,109.21538461538462,0.015718309859154928,1,7142.4,-43.399999999999636,0.9937844723800991,0,0,0,64,64,3,True,True,True,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,False,False,1891-QRQSA
0,62,24.25,1424.6,0,2,0,0,1,1,1,8.083333333333334,22.61269841269841,0.01701038159371493,1,1503.5,-78.90000000000009,0.9468926553672316,0,0,0,62,62,3,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,8028-PNXHQ
0,3,64.5,177.4,0,4,1,1,1,0,1,12.9,44.35,0.3615470852017937,1,193.5,-16.099999999999994,0.9120822622107969,1,0,3,3,0,0,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,5630-AHZIL
1,56,110.5,6139.5,0,7,1,0,1,1,1,13.8125,107.71052631578948,0.017995277257552317,0,6188.0,-48.5,0.9920019389238972,0,0,0,0,0,3,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,2673-CXQEU
0,46,55.65,2688.85,0,2,0,0,1,0,1,18.55,57.2095744680851,0.02068888599736045,1,2559.9,128.94999999999982,1.0499629036666795,0,0,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,6416-JNVRK
0,8,54.65,482.25,0,3,1,0,1,0,1,13.6625,53.583333333333336,0.11308846352819452,0,437.2,45.05000000000001,1.100524874486536,1,0,8,8,8,0,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,5590-ZSKRV
1,30,74.75,2111.3,0,5,1,0,1,0,1,12.458333333333334,68.10645161290323,0.03538796572456564,0,2242.5,-131.19999999999982,0.9410742143971474,1,1,30,0,0,2,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,0191-ZHSKZ
0,45,25.9,1216.6,0,2,0,0,1,1,1,8.633333333333333,26.44782608695652,0.021271353482260183,1,1165.5,51.09999999999991,1.0429489927132447,0,0,0,45,45,2,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,3887-PBQAO
0,1,79.35,79.35,1,2,0,0,1,0,1,26.45,39.675,0.9875544492843809,0,79.35,0.0,0.9875544492843809,1,0,1,1,0,0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,5919-TMRGD
0,11,50.55,565.35,0,3,1,0,0,0,1,12.6375,47.112500000000004,0.0892557605720844,0,556.05,9.300000000000068,1.0148999192173056,1,0,11,11,11,0,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,8108-UXRQN
0,7,75.15,496.9,1,2,0,0,1,0,1,25.05,62.1125,0.15093392247439247,1,526.0500000000001,-29.15000000000009,0.9427948012522529,1,0,7,0,7,0,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,9191-MYQKX
0,42,103.8,4327.5,0,6,0,1,1,0,1,14.828571428571427,100.63953488372093,0.02398059373917061,1,4359.599999999999,-32.099999999999454,0.9924093014722746,1,0,42,0,0,2,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,9919-YLNNG
0,49,20.15,973.35,0,1,0,0,1,0,0,10.075,19.467,0.02068045363575717,1,987.3499999999999,-13.999999999999886,0.9848231901654273,0,0,0,0,49,3,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,0318-ZOPWS
0,9,99.3,918.75,0,5,0,0,1,1,1,16.55,91.875,0.10796412068496875,1,893.6999999999999,25.050000000000068,1.02688051860959,1,0,9,0,0,0,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,4445-ZJNMU
0,35,62.15,2215.45,0,3,1,0,1,0,1,15.5375,61.540277777777774,0.028040334769563944,1,2175.25,40.19999999999982,1.0180126364158528,0,0,0,0,35,2,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,4808-YNLEU
0,48,20.65,1057.0,0,1,0,0,1,0,0,10.325,21.571428571428573,0.0195179584120983,1,991.1999999999999,65.80000000000007,1.0653094134247127,0,0,0,48,48,3,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1862-QRWPE
0,46,19.95,927.1,0,1,0,0,1,0,0,9.975,19.72553191489362,0.02149552849908415,0,917.6999999999999,9.400000000000091,1.009143354740394,0,0,0,46,46,2,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,2796-NNUFI
0,29,33.75,1009.25,0,1,0,0,0,0,0,16.875,33.641666666666666,0.0334075723830735,0,978.75,30.5,1.0301097218678235,1,0,29,0,29,2,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3016-KSVCP
0,30,82.05,2570.2,0,3,0,0,1,0,1,20.5125,82.90967741935484,0.031911169881767266,1,2461.5,108.69999999999982,1.043736040609137,1,0,30,30,30,2,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,4767-HZZHQ
1,1,74.7,74.7,0,2,0,1,1,0,1,24.900000000000002,37.35,0.9867899603698811,0,74.7,0.0,0.9867899603698811,1,1,1,0,0,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,2424-WVHPL
0,66,84.0,5714.25,0,7,1,1,1,1,1,10.5,85.28731343283582,0.014697519793534841,0,5544.0,170.25,1.0305229936880071,0,0,0,66,66,3,True,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,True,7233-PAHHL
0,65,111.05,7107.0,0,7,1,0,1,1,1,13.88125,107.68181818181819,0.015623241418120427,1,7218.25,-111.25,0.9844512934169062,1,0,65,0,0,3,False,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,False,6067-NGCEU
0,72,100.9,7459.05,0,6,0,0,1,1,1,14.414285714285715,102.17876712328767,0.013525378516229784,1,7264.8,194.25,1.0265972088414215,0,0,0,0,0,4,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,9848-JQJTX
0,12,78.95,927.35,1,3,1,0,1,1,1,19.7375,71.33461538461539,0.0850433564927021,0,947.4000000000001,-20.050000000000068,0.9778047237452551,1,0,12,0,0,1,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,8637-XJIVR
0,71,66.85,4748.7,0,5,1,1,1,1,1,11.141666666666666,65.95416666666667,0.014074573130934584,1,4746.349999999999,2.350000000000364,1.0002843691743817,0,0,0,71,71,3,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,9803-FTJCG
0,5,21.05,113.85,1,1,0,0,1,0,0,10.525,18.974999999999998,0.18328254244666958,0,105.25,8.599999999999994,1.0715294117647058,1,0,5,0,0,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0278-YXOOG
